Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Leif,Nordin,Ekvägen 9,Ängelholm,49322,Sverige,SE,19890818-9072,+46,08-743 57 87,1989-08-18,True
Mikael,Larsson,Idrottsgatan 219,Borlänge,89923,Sverige,SE,19831008-6723,+46,0665-693 23,1983-10-08,True
Ann-Charlotte,Persson,Backgatan 8,Uppsala,75938,Sverige,SE,19890116-3020,+46,+46 (0)635 975 66,1989-01-16,True
Thomas,Bergman,Villastigen 2,Nyköping,33303,Sverige,SE,19500928-2536,+46,+46 (0)8 897 340 58,1950-09-28,True
Siv,Törnqvist,Strandgränd 470,Örnsköldsvik,12276,Sverige,SE,19660325-2539,+46,+46 (0)27 52 96 44,1966-03-25,True
Jørgen,Johannessen,Birkelandberget 94B,Knudsen,3489,Norge,NO,19590912-3778,+47,91618264,1959-09-12,True
Mandy,Wang,Rebecca Inlet 94581,South James,34114,Danmark,DK,19690816-4270,+45,(948)575-5749,1969-08-16,True
Robert,Martin,Michelle Islands 48085,Ianside,37035,Danmark,DK,19890129-5639,+45,(683)259-9149,1989-01-29,True
Eric,Dahl,Nyvägen 4,Örebro,82852,Sverige,SE,19800830-9262,+46,097-410 43 05,1980-08-30,True
Christopher,Quinn,Thomas Turnpike 803,Joneshaven,36240,Danmark,DK,19811112-4435,+45,(973)217-9920,1981-11-12,True
Johannes,Korpela,Edelfeltinkuja 93,Vöyri,06023,Finland,FI,19560508-836W,+358,+358839340172,1956-05-08,True
Veera,Niemi,Verkkobulevardi 19,Raahe,23955,Finland,FI,19861201-524D,+358,029 919 1629,1986-12-01,True
Svein,Bøe,Evensenringen 32A,Sindremark,7565,Norge,NO,19900320-4819,+47,04 03 81 15,1990-03-20,True
Sara,Lundström,Järnvägsvägen 436,Malmö,64498,Sverige,SE,19430126-0109,+46,+46 (0)26 90 73 65,1943-01-26,True
Hilde,Mikkelsen,Evensenvollen 42C,Berge,8470,Norge,NO,19900714-2122,+47,997 42 051,1990-07-14,False
Caroline,Jensen,Trädgårdsstigen 906,Motala,99926,Sverige,SE,19540209-8730,+46,08-707 833 07,1954-02-09,True
Marte,Solberg,Danielsenvika 743,Jakobsen,7345,Norge,NO,19720315-1239,+47,+47 63 64 46 65,1972-03-15,True
Roar,Ellingsen,Jacobsenskrenten 6,Evensen,6778,Norge,NO,19471207-5955,+47,+47 07 89 30 25,1947-12-07,True
Maria,Karlsson,Idrottstorget 37,Mölndal,76847,Sverige,SE,19450418-4753,+46,087-942 75 61,1945-04-18,True
Per,Nilsson,Backstigen 4,Ängelholm,76469,Sverige,SE,19501202-9253,+46,031-394 72 93,1950-12-02,True
Laila,Johannessen,Gundersenholtet 7,Christensen,6101,Sverige,NO,19921216-1628,+47,955 39 209,1992-12-16,True
Ida,Fransson,Granvägen 381,Mölndal,76077,Sverige,SE,19840303-4032,+46,08-80 92 17,1984-03-03,True
Trine,Aune,Myhregrenda 79C,Johnsen,3875,Norge,NO,19831204-8858,+47,96710844,1983-12-04,True
Margareta,Johansson,Aspvägen 2,Skellefteå,79489,Sverige,SE,19481223-4793,+46,034-828 87 02,1948-12-23,True
Jorunn,Myhre,Sandvikplassen 3,Tovesjøen,7897,Norge,NO,19940731-3292,+47,02 21 68 07,1994-07-31,True
Oscar,Olsson,Parkvägen 156,Skövde,84073,Sverige,SE,19431011-3947,+46,060-115 77 11,1943-10-11,True
Jon,Fredriksen,Johansenbakken 59,Christianfoss,3840,Norge,NO,19861019-4296,+47,426 62 425,1986-10-19,True
Oskar,Johansson,Nytorget 39,Borås,32750,Sverige,SE,19970220-2179,+46,08-36 14 10,1997-02-20,True
Irene,Kristiansen,Thomassenspranget 3A,Håkondal,9339,Norge,NO,19481115-1278,+47,45 49 70 41,1948-11-15,True
Riitta,Lehto,Ylätuvankatu 15,Lohja,68676,Finland,FI,19401007-203P,+358,+358289712961,1940-10-07,True
Therese,Johansson,Idrottsgatan 6,Växjö,18859,Sverige,SE,19921223-8026,+46,08-536 49 71,1992-12-23,True
Maria,Gustafsson,Björkgatan 83,Lidingö,78719,Sverige,SE,19961110-4701,+46,08-702 632 94,1996-11-10,True
Hege,Christensen,Mikkelsentoppen 2E,Andersen,0632,Norge,NO,19551111-3518,+47,400 01 822,1955-11-11,True
Elisabeth,Andersson,Åkervägen 9,Gävle,78452,Sverige,SE,19411006-3683,+46,+46 (0)11 88 22 76,1941-10-06,True
Kim,Næss,Mathisenberget 3,Edvardsen,7686,Norge,NO,20000908-2054,+47,480 62 639,2000-09-08,True
Kjetil,Moen,Kristoffersenspranget 3,Jonashelle,1068,Norge,NO,19690206-1344,+47,47 43 37 12,1969-02-06,True
Jose,Clarke,Tapia Glen 299,Parkerfurt,51236,Danmark,DK,19770827-8092,+45,513-888-3148x744,1977-08-27,True
Eveliina,Kärkkäinen,Winqvistinkuja 32,Inkoo,07444,Finland,FI,19830218-031H,+358,011 058 4758,1983-02-18,True
Henrik,Berg,Hagenberget 157,Tobiasfjell,1670,Norge,NO,19881222-9954,+47,80 02 08 24,1988-12-22,True
Michael,Nelson,Clarke Mission 91697,North Jeffreyborough,45968,Danmark,DK,19410912-1312,+45,+1-549-478-5022x208,1941-09-12,True
Michael,Andersson,Gentorget 49,Jönköping,39748,Sverige,SE,19810513-5071,+46,+46 (0)495 218 99,1981-05-13,True
Birgitta,Nilsson,Kvarnvägen 29,Skellefteå,46843,Sverige,SE,19480804-1682,+46,049-30 97 94,1948-08-04,True
Kjell,Bakken,Pedersengropa 7,Steinarøy,0410,Norge,NO,19731101-4542,+47,70027185,1973-11-01,True
Irene,Knutsson,Skolvägen 4,Sandviken,70363,Sverige,SE,19890917-9099,+46,08-895 511 63,1989-09-17,True
Lennart,Jönsson,Stationsvägen 2,Skellefteå,55773,Sverige,SE,19780828-6163,+46,0507-509 92,1978-08-28,True
Kristoffer,Lund,Eliassenåsen 13,Randiøy,1940,Norge,NO,19930212-5169,+47,55626547,1993-02-12,True
Jenny,Jönsson,Åkergatan 78,Norrköping,40639,Sverige,SE,19871119-2189,+46,0119-524 67,1987-11-19,True
Kerstin,Berg,Ekgränd 82,Uddevalla,24852,Sverige,SE,19741117-4864,+46,08-014 159 09,1974-11-17,True
Kenneth,Evensen,Tveitmarka 2A,Jacobsen,0981,Norge,NO,19720415-1845,+47,+4720420678,1972-04-15,True
Lars,Johansson,Fabriksgränd 46,Linköping,97588,Sverige,SE,19950330-2697,+46,+46 (0)346 830 12,1995-03-30,True
Erik,Abrahamsson,Grantorget 4,Borlänge,22388,Sverige,SE,19530711-9509,+46,093-89 20 73,1953-07-11,True
Gunnar,Andersson,Industrigränd 1,Skövde,66271,Sverige,SE,20000331-6717,+46,+46 (0)8 782 464 35,2000-03-31,True
Ida,Olsson,Parktorget 947,Varberg,80813,Sverige,SE,20000802-9017,+46,0338-780 98,2000-08-02,True
Nina,Larsson,Ekgatan 601,Luleå,92093,Sverige,SE,19980721-2627,+46,+46 (0)101 529 21,1998-07-21,True
Joshua,Roberts,Craig Wells 3027,Katietown,37912,Danmark,DK,19590508-2936,+45,653-847-3487x34367,1959-05-08,True
Lovisa,Johannesson,Ringvägen 133,Sundsvall,91089,Sverige,SE,19800304-6739,+46,08-43 78 80,1980-03-04,True
Alexandra,Norén,Idrottsvägen 8,Falun,44676,Sverige,SE,19671229-6744,+46,+46 (0)60 83 46 34,1967-12-29,True
Rickey,Jimenez,Kirsten Courts 00511,Clarkburgh,64796,Danmark,DK,19530820-7293,+45,797.930.0915x8818,1953-08-20,True
Erik,Johansson,Asptorget 6,Malmö,16841,Sverige,SE,19881114-4489,+46,0778-656 45,1988-11-14,True
Ingeborg,Ahmed,Rasmussenengen 369,Lunde,9298,Norge,NO,19520730-0152,+47,+4716200741,1952-07-30,True
Marie,Larsson,Parkgatan 936,Örnsköldsvik,46716,Sverige,SE,19510220-3612,+46,08-453 00 03,1951-02-20,True
Ingrid,Sivertsen,Jørgensenstien 6,Marieborg,7852,Norge,NO,19871213-3569,+47,93417082,1987-12-13,True
Johanna,Persson,Skolstigen 840,Eskilstuna,93964,Sverige,SE,19400624-6458,+46,+46 (0)8 333 193 34,1940-06-24,True
Henrik,Nielsen,Aasenløkka 82,Hanssen,7439,Norge,NO,19450118-5731,+47,38835162,1945-01-18,True
Synnøve,Jacobsen,Bakkenhøgda 1B,Moen,9752,Sverige,NO,19900521-0273,+47,61 47 58 29,1990-05-21,True
Gunhild,Jönsson,Industritorget 7,Jönköping,75085,Sverige,SE,19510504-2261,+46,029-18 78 34,1951-05-04,False
Kerstin,Sundin,Storvägen 408,Stockholm,22445,Sverige,SE,19820728-0806,+46,+46 (0)875 871 74,1982-07-28,True
Elin,Aune,Svendsenmoen 6A,Sørensen,4058,Norge,NO,19890620-6108,+47,06374588,1989-06-20,True
Hans,Nilsson,Villatorget 7,Uppsala,35359,Sverige,SE,19830505-7072,+46,089-33 74 08,1983-05-05,True
Hans,Henriksen,Hauglandstubben 4,Ingeborgvik,4438,Norge,NO,19650411-2763,+47,94453197,1965-04-11,True
Eva,Andresen,Jakobsentoppen 58B,Helenestad,5979,Norge,NO,19820717-0402,+47,43016615,1982-07-17,True
Colleen,Morales,Williams Hills 15919,Davisberg,26244,Danmark,DK,19581101-8095,+45,(726)931-8360x57864,1958-11-01,True
Johanna,Lindqvist,Parkgränd 19,Sundsvall,91135,Sverige,SE,19840814-0962,+46,08-74 69 96,1984-08-14,True
Marie,Strand,Stationstorget 9,Linköping,88562,Sverige,SE,19420318-3399,+46,0361-19 37 96,1942-03-18,True
Stig,Eriksson,Grangatan 53,Nyköping,29308,Sverige,SE,19700307-2206,+46,08-23 80 17,1970-03-07,True
Linda,Dahl,Andersenekra 7B,Leifdal,4267,Norge,NO,19710601-4909,+47,499 60 401,1971-06-01,True
Rune,Jansson,Stortorget 213,Lidköping,97004,Sverige,SE,19871229-7422,+46,0821-100 69,1987-12-29,True
Heidi,Aas,Danielseneggen 233,Knutås,4134,Norge,NO,19940209-9648,+47,942 78 491,1994-02-09,True
Håkan,Larsson,Grangatan 775,Örnsköldsvik,23723,Sverige,SE,19820207-9632,+46,+46 (0)8 795 067 07,1982-02-07,True
Lauri,Laaksonen,Tuohikoivunkuja 6,Oulainen,66458,Finland,FI,19800501-035N,+358,+358 539742608,1980-05-01,True
Torbjörn,Hedman,Industrivägen 0,Ängelholm,19624,Sverige,SE,19590806-9916,+46,046-94 40 18,1959-08-06,True
Stine,Holm,Birkelandspranget 369,Lisehelle,5071,Norge,NO,19770408-1050,+47,97768010,1977-04-08,True
Ulf,Engström,Skogsgatan 4,Lund,37576,Sverige,SE,19440310-0577,+46,0928-03 63 06,1944-03-10,True
Frank,Dominguez,Alicia Port 932,Mejiahaven,09859,Danmark,DK,19771104-5959,+45,854-886-3696,1977-11-04,True
Elvira,Gustafsson,Strandgatan 33,Jönköping,11930,Sverige,SE,19850927-1447,+46,+46 (0)8 025 985 70,1985-09-27,True
David,Johannesson,Genvägen 672,Uddevalla,19258,Sverige,SE,20000206-0422,+46,+46 (0)84 48 29 15,2000-02-06,True
Juhani,Ruotsalainen,Jätkäsaarenkatu 31,Lieksa,79277,Finland,FI,19631118-6222,+358,0983325008,1963-11-18,True
Erik,Olsson,Ängstorget 7,Jönköping,23440,Sverige,SE,19850204-5267,+46,+46 (0)8 388 925 57,1985-02-04,True
Oskar,Jansson,Bäckstigen 76,Västerås,12213,Sverige,SE,19600712-7013,+46,044-25 83 05,1960-07-12,True
Maria,Hallberg,Villagränd 821,Kristianstad,88821,Sverige,SE,19740223-9127,+46,+46 (0)39 37 62 27,1974-02-23,True
Sigurd,Holm,Eidestubben 495,Heleneby,9567,Norge,NO,19480302-4004,+47,61346509,1948-03-02,True
Emilie,Moen,Strømrøa 24E,Svendsen,5907,Norge,NO,19800129-9253,+47,43006641,1980-01-29,True
Claes,Lundgren,Villatorget 857,Luleå,38358,Sverige,SE,19921208-1871,+46,08-472 595 79,1992-12-08,True
Odd,Hanssen,Fredriksenskrenten 2,Karenhavn,3314,Norge,NO,19770801-7032,+47,43304739,1977-08-01,True
Anita,Öberg,Skogsvägen 2,Halmstad,14637,Sverige,SE,19460323-9912,+46,08-770 37 37,1946-03-23,True
Alf,Sæther,Karlsentjernet 56,Mathisen,6049,Norge,NO,19880701-3254,+47,14 70 49 73,1988-07-01,True
Matthew,Martinez,James Throughway 881,North Robert,91058,Danmark,DK,19800412-2790,+45,417-287-4291x4933,1980-04-12,True
Torsten,Dahlgren,Villagatan 966,Eskilstuna,66845,Sverige,SE,19780104-9757,+46,+46 (0)17 48 88 13,1978-01-04,True
Blake,Little,Peter Brook 3334,East Christine,43569,Danmark,DK,19610624-8253,+45,338-615-7751x527,1961-06-24,True
Espen,Sæther,Sivertsenstranda 427,Elinhamn,5763,Norge,NO,19530811-9558,+47,+47 48 15 56 65,1953-08-11,True
Sarah,Scott,Carr Rest 4897,Laurashire,52111,Danmark,DK,19830204-7664,+45,(272)840-6976x3858,1983-02-04,True
Elin,Nilsson,Trädgårdsstigen 695,Karlskrona,79228,Sverige,SE,19760312-2180,+46,08-869 67 10,1976-03-12,True
Linda,Johansen,Andersenskogen 84,Haraldnes,2366,Norge,NO,20001206-6564,+47,+4719295776,2000-12-06,True
Karl,Andersson,Idrottsstigen 63,Skellefteå,15909,Sverige,SE,19831219-1107,+45,08-13 54 09,1983-12-19,True
Olof,Persson,Trädgårdsvägen 07,Gävle,43851,Sverige,SE,19890118-4900,+46,+46 (0)60 04 72 14,1989-01-18,True
Lisa,Johansson,Fabriksvägen 262,Umeå,86819,Sverige,SE,19940502-9328,+46,08-70 97 95,1994-05-02,True
Anna,Larsson,Furugränd 89,Ängelholm,30726,Sverige,SE,19880813-0312,+46,0805-69 30 50,1988-08-13,True
Ingegerd,Larsson,Järnvägsgatan 58,Eskilstuna,52860,Sverige,SE,19680523-9092,+46,097-42 74 98,1968-05-23,True
Maria,Olofsson,Kyrkogatan 1,Örebro,19696,Sverige,SE,19661229-8285,+46,007-343 56 98,1966-12-29,True
Hans,Jenssen,Næssløkka 5,Solheim,4971,Norge,NO,19840203-0222,+47,+4743988896,1984-02-03,True
Rune,Nguyen,Pedersenringen 5,Haug,6108,Norge,NO,19910724-1808,+47,+47 27 35 08 73,1991-07-24,True
Johan,Hansson,Skogsgatan 036,Norrköping,70344,Sverige,SE,19441207-4384,+46,08-52 80 10,1944-12-07,True
Geir,Næss,Paulsenringen 3D,Ahmed,8350,Norge,NO,19690409-4610,+47,18526697,1969-04-09,True
Ola,Lien,Andreassenjordet 644,Lailaodden,4448,Norge,NO,19480221-6491,+47,976 68 208,1948-02-21,True
Andreas,Holm,Villatorget 8,Karlskrona,65389,Sverige,SE,19820315-7980,+46,+46 (0)88 16 63 73,1982-03-15,True
Margareta,Andersson,Bäckvägen 92,Skövde,23470,Sverige,SE,19651107-6658,+46,08-817 35 86,1965-11-07,True
Turid,Lund,Nilsenlia 8,Haug,6414,Norge,NO,19640518-5575,+47,64 06 75 34,1964-05-18,True
Christina,Karlsson,Parkvägen 159,Halmstad,59739,Sverige,SE,19751125-0345,+46,0613-47 14 05,1975-11-25,True
Gudrun,Eriksson,Furugatan 533,Kristianstad,82397,Sverige,SE,19811226-0118,+46,+46 (0)8 844 939 84,1981-12-26,True
Roland,Björklund,Parkgatan 594,Falun,18208,Sverige,SE,19890703-0013,+46,+46 (0)09 49 99 01,1989-07-03,True
Ragnar,Johansson,Ängsstigen 5,Jönköping,74255,Sverige,SE,19750407-4331,+46,08-54 27 88,1975-04-07,True
Hans,Kristiansen,Ellingsenhavna 1F,Haug,8983,Norge,NO,19791130-8531,+47,+47 75 50 05 79,1979-11-30,True
Andreas,Carlsson,Järnvägsstigen 9,Växjö,94024,Sverige,SE,19501016-7080,+46,0560-301 66,1950-10-16,True
Arne,Axelsson,Gengatan 076,Borås,27734,Sverige,SE,19611118-2133,+46,051-99 83 83,1961-11-18,True
Kevin,Cook,Jeffrey Lights 122,New Jenniferberg,03226,Danmark,DK,19840502-9475,+45,001-971-997-8768x712,1984-05-02,True
Mats,Stenberg,Skoltorget 1,Kristianstad,45849,Sverige,SE,19790118-3034,+46,032-53 34 96,1979-01-18,True
Eva,Johansson,Kvarntorget 9,Södertälje,68358,Sverige,SE,19510804-5525,+46,08-492 93 09,1951-08-04,True
Elin,Larsen,Holmgata 440,Heidibø,2424,Norge,NO,19460616-2128,+47,69 95 72 59,1946-06-16,True
Christer,Larsson,Kvarntorget 9,Landskrona,32011,Sverige,SE,19761109-2476,+46,+46 (0)41 34 28 18,1976-11-09,True
Tara,Nguyen,Hall Ville 0831,Port Amanda,56948,Danmark,DK,19540212-5294,+45,001-829-791-9091x283,1954-02-12,True
Jens,Larsen,Johansenvollen 7,Monicavær,8075,Norge,NO,19940329-0069,+47,84 59 36 77,1994-03-29,True
Barbro,Gustavsson,Ängsvägen 4,Sandviken,83051,Sverige,SE,19420409-2416,+46,052-12 29 85,1942-04-09,True
Gun,Persson,Villatorget 6,Uddevalla,33663,Sverige,SE,19480120-0536,+46,08-668 69 67,1948-01-20,True
Tiffany,Smith,Elizabeth Brook 25159,Pricechester,60689,Danmark,DK,19590423-7897,+45,852.728.6270x302,1959-04-23,True
Ove,Blomberg,Fabriksgränd 0,Karlskoga,61600,Sverige,SE,19900729-9874,+46,08-523 724 15,1990-07-29,True
Pirkko,Mäki,Hannukselanbulevardi 03,Lapinjärvi,64213,Finland,FI,19811030-207P,+358,+358845050529,1981-10-30,True
Ingvar,Lindkvist,Genvägen 3,Eskilstuna,78756,Sverige,SE,19410220-6113,+46,030-27 29 58,1941-02-20,True
Madeleine,Larsson,Kyrkotorget 975,Luleå,34310,Sverige,SE,19600314-8630,+46,08-624 638 60,1960-03-14,True
Hans,Mattsson,Ektorget 89,Trelleborg,83543,Sverige,SE,19650918-6018,+46,08-77 63 34,1965-09-18,True
Daniel,Werner,King Route 691,Port Debramouth,18196,Danmark,DK,19890123-4402,+45,(765)405-0878,1989-01-23,True
Ola,Evensen,Danielsenroa 9,Mikkelsen,7323,Norge,NO,19791213-2956,+47,31 13 78 19,1979-12-13,True
Per,Andersson,Genvägen 724,Eskilstuna,86423,Sverige,SE,19980311-4386,+46,0060-463 92,1998-03-11,True
Viola,Lindberg,Kvarngränd 834,Borlänge,67734,Sverige,SE,19541201-3043,+46,08-506 871 15,1954-12-01,True
Gerd,Lindgren,Gengränd 1,Motala,95193,Sverige,SE,19471015-8917,+46,065-224 81 75,1947-10-15,True
Tom,Iversen,Berntsenstranda 55,Andresen,8746,Norge,NO,19911119-2757,+47,90250352,1991-11-19,True
Nils,Gustafsson,Gengatan 68,Jönköping,56418,Sverige,SE,19620314-0703,+46,0556-02 66 07,1962-03-14,True
Viola,Karlsson,Kyrkogatan 88,Alingsås,55346,Sverige,SE,19470331-1617,+46,0649-898 53,1947-03-31,True
Finn,Abrahamsen,Martinsenmoen 81,Kristofferby,6257,Norge,NO,19590410-5528,+47,995 16 645,1959-04-10,True
Tommy,Berg,Olsenvika 659,Haralddal,2940,Norge,NO,19651114-7878,+47,929 68 956,1965-11-14,True
Arne,Haug,Nielsenstykket 6,Robertby,3514,Norge,NO,19601017-7190,+47,+4752077545,1960-10-17,True
Carl,Hjalmarsson,Järnvägsvägen 720,Falun,28831,Sverige,SE,19900125-5458,+46,0138-703 45,1990-01-25,True
Anders,Wallin,Idrottsgränd 32,Trollhättan,16118,Sverige,SE,19981015-6440,+46,+46 (0)66 70 27 01,1998-10-15,True
Inger,Hansson,Åkertorget 0,Malmö,48066,Sverige,SE,19650615-4592,+46,0405-65 38 74,1965-06-15,True
Daniel,Myhre,Hauglandeggen 9E,Turidfoss,2032,Norge,NO,19980727-2197,+47,+47 78 21 99 93,1998-07-27,True
Roger,Persson,Ängstorget 389,Ängelholm,13645,Sverige,SE,19940523-8689,+46,+46 (0)09 85 50 55,1994-05-23,True
Ilmari,Holopainen,Nordenskiöldinpolku 114,Soini,01222,Finland,FI,19780404-279F,+358,+358309061416,1978-04-04,True
Ingeborg,Lund,Birkelandtjernet 1,Madsen,0975,Norge,NO,19541119-1625,+47,42628787,1954-11-19,True
Bengt,Jönsson,Fabriksgatan 40,Nyköping,39410,Sverige,SE,19480925-0419,+46,08-84 65 16,1948-09-25,True
Christer,Nilsson,Industrivägen 52,Lund,91188,Sverige,SE,19640409-2034,+46,0545-48 23 11,1964-04-09,True
Albin,Andersson,Parkvägen 3,Kalmar,55637,Sverige,SE,19700202-8241,+46,08-016 12 63,1970-02-02,True
Oskar,Olsson,Ringvägen 89,Nyköping,77863,Sverige,SE,19780131-4982,+46,08-30 80 74,1978-01-31,True
Christina,Andersson,Åkergatan 374,Jönköping,84101,Sverige,SE,19710517-8214,+46,+46 (0)847 010 18,1971-05-17,True
Robert,Larsson,Ringgränd 3,Nyköping,13700,Sverige,SE,19710510-5609,+46,009-12 59 63,1971-05-10,True
Molly,Walker,Rhonda Village 04479,Devinton,65396,Danmark,DK,19561212-8586,+45,588.652.3333x62127,1956-12-12,True
Arthur,Brown,Roth Cliffs 366,Lake David,78835,Danmark,DK,19560518-9507,+45,8632245574,1956-05-18,True
Astrid,Hagström,Skoltorget 3,Östersund,97937,Sverige,SE,19541109-9579,+46,08-491 830 14,1954-11-09,True
Krister,Lundkvist,Aspgränd 7,Stockholm,38427,Sverige,SE,19820615-6205,+46,+46 (0)12 75 02 53,1982-06-15,True
Carl,Wahlström,Järnvägsgatan 61,Borås,98523,Sverige,SE,19591003-3153,+46,0502-773 00,1959-10-03,True
Aurora,Mäkelä,Bertha Pauligin bulevardi 683,Loimaa,19911,Finland,FI,19610130-3132,+358,+358 95 9458130,1961-01-30,True
Lars,Johansson,Strandgatan 6,Piteå,85694,Sverige,SE,19760422-1434,+46,056-355 76 40,1976-04-22,True
Lisa,Smith,Jefferson Rue 447,Matthewton,12052,Danmark,DK,19720113-2751,+45,617.493.2697x27721,1972-01-13,True
Karin,Lindström,Backstigen 260,Borås,88426,Sverige,SE,19820601-5794,+46,08-52 65 93,1982-06-01,True
Mikaela,Törnqvist,Stationsvägen 7,Piteå,45393,Sverige,SE,19770115-3900,+46,08-811 33 39,1977-01-15,True
Dawn,Martin,Tammy Street 6833,Martinshire,70596,Danmark,DK,20000916-0020,+45,7318409317,2000-09-16,True
Yvonne,Nilsson,Parkgränd 94,Uppsala,71212,Sverige,SE,19510125-8059,+46,08-635 808 71,1951-01-25,True
Pasi,Hiltunen,Ylipalonkatu 850,Sievi,63883,Finland,FI,19561008-548L,+358,0584009586,1956-10-08,True
Frode,Moe,Hagenfaret 45,Hanssen,7375,Norge,NO,19580506-4249,+47,59616795,1958-05-06,True
Janne,Berg,Madsenløkka 4,Paulsen,2187,Norge,NO,19970919-3306,+47,92565687,1997-09-19,True
Line,Thorsen,Eriksenekra 4G,Aune,5088,Norge,NO,19750716-7130,+47,43065287,1975-07-16,True
David,Porter,Rhodes Parkway 3889,Jordanview,44113,Danmark,DK,19950906-2801,+45,984-200-1690,1995-09-06,True
Camilla,Strand,Ruudåsen 70,Mariusmark,5731,Norge,NO,19920925-7109,+47,938 03 443,1992-09-25,True
Ola,Ivarsson,Skolstigen 7,Malmö,60990,Sverige,SE,19601022-6370,+46,+46 (0)035 559 90,1960-10-22,True
Juhani,Nilsson,Ringvägen 115,Göteborg,16380,Sherige,SE,19500729-2761,+46,029-383 02 70,1950-07-29,True
Lisa,Torres,Ivan Rest 0656,Ellisburgh,97530,Danmark,DK,19680118-3262,+45,001-435-988-2522,1968-01-18,True
Tobias,Strøm,Hagengropa 21A,Berge,9073,Norge,NO,19560125-5773,+47,925 53 232,1956-01-25,True
Börje,Olsson,Fabriksgränd 3,Stockholm,42448,Sverige,SE,19860501-5587,+46,019-348 41 53,1986-05-01,True
Egil,Strøm,Johnsenmoen 7E,Christensen,8495,Norge,NO,20000326-5794,+47,460 93 065,2000-03-26,True
Ruth,Andersson,Grangatan 393,Sandviken,63134,Sverige,SE,19980830-4815,+46,08-793 56 14,1998-08-30,True
Claudia,Nichols,Charles Lane 715,Jeffreytown,80690,Danmark,DK,19510916-3514,+45,343.238.7191x976,1951-09-16,True
Åse,Aasen,Solberghøgda 016,Alfsund,0246,Norge,NO,19960331-5403,+47,43321343,1996-03-31,True
Oscar,Lindström,Bäckstigen 3,Malmö,73435,Sverige,SE,19801109-3893,+46,+46 (0)67 44 32 41,1980-11-09,True
Mathias,Åkesson,Gengatan 578,Uppsala,61527,Sverige,SE,19971103-0545,+46,08-17 19 33,1997-11-03,True
Cecilia,Karlsson,Kyrkvägen 5,Varberg,98211,Sverige,SE,19460202-8962,+46,092-374 62 90,1946-02-02,True
Hanna,Svendsen,Sørensenroa 36,Thomassen,9670,Norge,NO,19810424-3398,+47,39 45 40 11,1981-04-24,True
Eivor,Strömberg,Strandvägen 232,Linköping,52439,Sverige,SE,19640921-1660,+46,000-78 96 60,1964-09-21,True
Harriet,Jakobsson,Ringvägen 4,Landskrona,80503,Sverige,SE,19761009-3270,+46,047-33 21 42,1976-10-09,True
Axel,Jansson,Aspgatan 3,Eskilstuna,91021,Sverige,SE,19740102-5413,+46,013-010 45 56,1974-01-02,True
Maria,Mattsson,Parkgränd 4,Uddevalla,63435,Sverige,SE,19591127-3388,+46,+46 (0)27 23 01 30,1959-11-27,True
Mari,Pettersen,Nygårdflata 92,Hagen,4255,Norge,NO,19631225-6529,+47,92757678,1963-12-25,True
Riley,Johnson,Baker Ports 74999,Hallbury,48171,Danmark,DK,19510701-4499,+45,500-362-3236,1951-07-01,True
Bengt,Johansson,Gentorget 11,Eskilstuna,15316,Sverige,SE,19600201-7710,+46,+46 (0)8 823 979 38,1960-02-01,True
Jeff,Branch,Donald Ranch 424,Boydside,63228,Danmark,DK,19730918-4055,+45,382-747-2008x2553,1973-09-18,True
Mathias,Ahmed,Simonsenstranda 4A,Linnstad,5202,Norge,NO,19860710-9165,+47,442 41 934,1986-07-10,True
Jessica,Morgan,Michael Shoal 86221,Port Jose,19405,Danmark,DK,19560225-5536,+45,001-715-843-1017x6734,1956-02-25,True
Andreas,Arnesen,Brekkegropa 407,Trinesund,1169,Norge,NO,19690228-1270,+47,91 06 11 50,1969-02-28,True
Viola,Hansson,Järnvägsstigen 63,Umeå,60411,Sverige,SE,19880529-5961,+46,08-740 86 90,1988-05-29,True
Jodi,Allen,Moore Tunnel 25155,Port Angela,39668,Danmark,DK,19571221-7515,+45,897.424.8997,1957-12-21,True
Maj,Lundgren,Villastigen 104,Göteborg,49832,Sverige,SE,19650507-5156,+46,08-081 70 03,1965-05-07,True
Ann,Gundersen,Henriksenåsen 4,Amundsen,5360,Norge,NO,19910224-3073,+47,96291484,1991-02-24,True
Andrea,Robertson,House Cliffs 01634,Andreport,01522,Danmark,DK,19730211-8069,+45,+1-621-283-5859x83759,1973-02-11,True
Maj-Britt,Eriksson,Nygatan 887,Trollhättan,76791,Sverige,SE,19460801-1777,+46,+46 (0)8 553 293 02,1946-08-01,True
Linnéa,Jonsson,Skolgatan 9,Mölndal,22696,Sverige,SE,19760228-3610,+46,0975-618 12,1976-02-28,True
Kerstin,Adolfsson,Skolgatan 9,Skövde,58007,Sverige,SE,19991211-1270,+46,08-98 34 08,1999-12-11,True
Sofie,Lie,Svendsenroa 5A,Emilieborg,9045,Norge,NO,19931104-5110,+47,97 30 51 89,1993-11-04,True
Carolyn,Carpenter,Anna Circles 24261,Meganton,00656,Danmark,DK,19641224-0966,+45,001-681-362-1281,1964-12-24,True
Amanda,Clayton,Clay Summit 9503,West Madison,80892,Danmark,DK,19930714-7068,+46,465-366-3775,1993-07-14,True
